"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
0.226556842157645,-0.354772776788575,0.100966935716817,0.166690081283843,0.392802906486898,0.0479855912515372,0.139625209988141,-0.0322476709021338,-0.570191929255321,0.00528947792832213,-0.327729986869873,-0.357604213816108,-0.145077178188938,0.103808382755484,0.589034803991002,-0.0941787418651305,5.47108512020792,9.39885496183206,12.316384180791,1.84407096171802,7.52879403794038,-5.03565062388591,10.6146926536732,-0.143691924513843,5.15212080834999,-2.3696682464455,-1.19101462385045,-1.08515645428397,-4.35540069686411,-9.26320777067045,2.21746821903156,-1.37006701414743,0.0863116115809024,-0.0232108021356009,-0.035842388295601,0.0246857203606225,0.0524864723628806,-0.0061126467369236,0.238716387985911,0.0807706978371625,0.00330304512527602,-0.0515598046980565,0.0134597743011853,0.0157314058222522,-0.0137639217792734,-0.176832156933315,0.174930298285391,-0.0387948512740325
-0.298367136647995,0.36952062623241,0.166729832945485,-0.230564111611888,-0.464277876414249,0.016636483800184,-0.228545875730511,0.0607612213447473,0.0905383167438369,-0.286986450240956,0.160846252534738,0.066017506114207,0.10376179429413,0.177601597886034,-0.297304720042948,-0.0805746461285679,-13.8815789473684,-16.9207317073171,-11.1141983884412,-12.5222816399287,-5.53647741147741,-8.19964349376114,-14.4819179195449,-1.51598173515982,4.98351239229869,-9.47867298578199,-2.81071585419411,-1.64583843829127,-54.8872180451128,-11.3064812921693,-9.4790999359385,-7.10586881472957,0.0258699773656219,0.0290999745642415,0.0487028746828718,-0.125612914144093,-0.0991207963122602,0.0124374580814726,-0.248703363620436,-0.0698366455770139,-0.00193488557335031,0.0049030454132738,0.00152651062192355,0.0101168486870915,0.027750784562115,0.0865167784680349,-0.103823042113676,0.0410091481522794
0.000174970924396334,0.192826063256083,-0.356991280258576,-0.11966821254908,0.0853067563645489,0.109501756372505,0.188413759893337,-0.110799359906357,-0.0849785035352246,0.0696698518637255,-0.122316750886354,-0.054763807876002,-0.0477968798618837,0.730280815880708,-0.0674703473730318,0.103373959882888,-2.62096774193548,-4.42926829268293,3.79781420765027,1.13071008593397,-4.47428158695764,-9.47712418300654,-1.77818211893144,-2.53613053613054,-2.39380155732018,0.167804258599968,-5.0760334118655,-3.64054184808902,-3.68421052631579,24.6966731898239,-1.00742730720607,0.410733844468784,0.0113921183791186,0.0125661446286893,-0.0118364791851282,0.0691478156105498,-0.0987309579976718,0.0429662895605762,0.0677550318193337,-0.0201187689140331,-0.00723332826544998,-0.0129068677242313,-0.290596744342014,0.00139093885745178,-0.077313130533883,0.374459552654652,-0.0893379342842477,0.0235345250408562
0.12757419778268,-0.48093397693426,0.0316155836980414,0.105144686576002,-0.147914909527971,-0.0613119138459277,-0.0987475796922714,-0.00864496272316728,0.181659424083054,0.00692999565020713,0.0730767748770651,-0.0722820564295681,0.245651492670612,-0.737019713996565,0.0313015768114457,1.26143249059841,0.702650910252316,42.44375,-7.93785310734463,0.384441429217549,-3.77732343884093,14.9162861491629,1.1719684286056,4.34565434565435,-0.398058988551064,19.4395078605605,3.8752052545156,3.13980075126572,11.4285714285714,12.3809523809524,-6.16519174041298,2.07340991874475,-0.0412725330825987,-0.088882951335302,0.0185456855786607,-0.0408575666350955,0.0409562513060513,-0.0200807139747829,-0.0472065442430587,0.00741072113606656,0.0614316416450731,-0.0717501322945214,0.0685080537619991,0.0188702732154877,-0.0651746861965019,-0.0374236232800103,-0.0622983215733732,-0.0157763254103533
-0.0712056831129404,0.135834645335343,0.289150009331063,-0.05987063424182,0.10911433163159,0.0709998350139189,-0.0515682974224054,0.933414072709323,0.106356989544306,0.0760872833486257,0.0273086034888337,0.0202357335246255,0.573597013385537,0.379470541891139,0.263130145042794,-0.407775642064541,1.8599056167299,-3.90625,6.27118644067797,5.12477718360071,9.31899641577061,1.11545988258317,5.81768208886853,-0.978473581213308,-4.20080886231757,-3.33333333333334,6.35854341736695,1.83423365314843,-5.11278195488722,-4.77477477477477,20,13.3167220376523,0.0231144920798942,-0.000678658927783404,-0.0451912800637718,0.0781685988961746,0.18421093526823,0.0282663158995665,0.0406241155128344,0.0144139260408038,-0.0863838899009715,-0.00227041741837042,0.0141385131048749,-0.00123142755043837,-0.158715381591254,-0.0771725723343194,-0.0395609608850661,-0.00684287542393874
-0.075203282605524,-0.0636177273932779,-0.402404652238909,0.433320397411844,0.167607480198598,1.09814970674431,-0.0250817902208871,-0.858722067387115,-0.276515145763582,0.0151235129927549,-0.142679461122552,0.0357823979144349,-0.854923416333174,0.182344922602768,0.796104677707454,-0.878266044084869,0.539180445722501,-39.2708333333333,-13.0508474576271,-20.4345917471466,-5.16413700296314,-14.2396313364055,-5.36723163841808,3.05547459438453,2.97872340425532,-8.80952380952381,-7.27808364725201,-6.79655828576156,4.23976608187135,-2.54762959680993,-7.85932721712538,-4.97198879551821,-0.0981658095506341,0.0713989288301555,0.0368182416594028,-0.063302225445747,-0.27754944055304,-0.0511321470227534,-0.0685681512627684,0.0802109761337851,0.0453251536148648,-0.0120392994390713,-0.0296270244390561,-0.00463409872906539,0.175368645713179,0.0329339862932854,-0.178122649456301,0.0317310466794429
0.130792456996205,-0.0269300609323224,-0.086178330219977,-0.0342456630265815,0.240623497935925,-1.47031883037064,0.0564332688656206,0.121518206657862,-0.0632508862273857,-0.03259405437508,0.00463358668187741,-0.117978976731516,-0.117272652898496,-0.418754550618883,-1.05175275697247,0.0427758768464788,5.2790346907994,9.22764227642276,15.2542372881356,7.46268656716418,6.01355026952178,2.61401557285873,1.35135135135135,-3.74040610123385,3.561318601041,-5.93023255813954,-2.95566502463054,1.26474832357185,-2.35042735042735,-3.72782393891759,3.46754206704639,11.4227086183311,0.0920254717727309,-0.0089809569546867,-0.032589660048436,-0.0840447583835599,0.180348997411267,-0.037820401152694,0.0313518242442904,-0.0170182978248582,0.00122880282099491,0.077470886541356,0.0434823088631942,0.0188960492351071,0.0310000722933444,-0.125071854244513,0.299720660227631,0.0257498218968818
0.00623749367942494,0.323971972962087,0.36480674165927,0.299885330174956,-0.403833412060491,-0.0424350426341435,0.0297593428647263,-0.0954659365126611,0.683853835249658,-0.0484172269549781,0.0106624135244777,0.545921945905311,-0.0838175636142298,-0.281273132496364,-0.104860973072292,0.373389878358475,-0.267379679144387,-4.49430894308943,-2.89304500292227,-5.78923563998191,-6.24580898553501,-5.99343185550082,2.81531531531531,-0.61834094368341,-0.833790247868258,-3.03203159280386,6.5526535923413,5.76455802262254,-3.81488430268918,-11.8069145466406,-4.13534663286675,-4.36388508891929,0.00102963727537642,-0.000254285860453507,0.0492577425113644,0.100739639787536,0.0264671851335536,0.0679397814579522,0.0137747540802285,-0.0783012981513677,-0.151760363572533,0.040074651039353,0.0218773144179967,-0.011787554131891,0.0992673210822986,-0.317920788761885,0.00965475589971665,-0.0601732433310904
-0.132739423528029,-0.457963541338311,-0.127495490775516,-0.254604346167999,-0.0515801393505022,0.0217110959100832,-0.126934771022177,0.0584902155544675,-0.612963722300771,-0.0660441843305133,-0.0780836308214337,-0.37525971858237,-0.0318508455148834,0.263076776883104,-0.0691972873224618,-0.52392012444108,2.13120213120213,2.73385826771654,4.58796025715956,10.955710955711,2.05794205794206,-1.19047619047619,10.0757575757576,1.30327245053272,-5.2244511595733,12.6703981222353,-4.22145988183724,2.58064516129032,1.25078173858662,-13.4199134199134,-3.85382059800664,4.92374727668845,-0.0762993284273454,0.0128335859197078,-0.00721896059584903,-0.0646281882030968,-0.0828776437222731,-0.0228092252061665,-0.0268292364620365,-0.0159440893405798,0.140940855973084,-0.0729157377090598,-0.0978478718111415,-0.0119278649531569,-0.000956800533742808,0.18303810155676,-0.136252279892849,-0.0257943947531365
0.10358741134443,-0.0312717596218866,0.313386043829945,-0.216512236198617,0.328145374199616,-0.0849549895701127,0.232973858297626,-0.0678923903591864,-0.0209834398516158,0.260574372513881,-0.0218361228424016,-0.0142171858511251,-0.0530846917921117,-0.600780406945202,0.122865364165247,-0.122397787561077,-4.94505494505495,0.947442545291594,4.43502824858757,8.17307692307692,-5.13099357390015,8.61581920903955,-13.2099758648431,-4.12356723511322,-3.07466031657095,-5.15044166359956,1.59719017587038,13.5483870967742,1.38600138600139,23.4565434565435,9.71428571428571,0,0.0735333532700455,0.00621686561614343,-0.0319492257899227,-0.0840721894226633,0.063582903801759,-0.00278579385559893,0.00133522333085523,-0.00394177497473258,0.0400846842489629,-0.0110363514614902,0.093198599142762,-0.0752267384037947,-0.050871150760542,-0.160804042058176,0.0628689303908819,0.0282616425786342
