#p=[5,10,30,50],s=int(1.00p(p-1)/2)

0.8,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2,0,0,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.371456902175724,5.014620518779027,4.789233845696755,4.994681021152119,4.9871816429927724,4.991203994082061,5.017356477322134,4.9745975108769445,5.111874221198211,4.928913985924749
5.4011357802637505,5.006711575844838,5.01308842234051,5.007546030773255,5.003121216056262,5.058777466072614,5.017749140210252,5.0091437318581535,5.011248826874941,5.012958568329182

1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.964200901828513,5.014554937095447,4.789148606483635,4.9945623106686305,4.987072144829643,4.950237477115778,5.017205998665533,4.974516516890355,5.111756867104794,4.928851945979738
5.009617691163632,5.0062271768436855,5.012955743467328,5.006347053056006,5.003665222935263,5.0067339154834345,5.019739248088275,5.010341644368232,5.009995480127222,5.0127832833138255

0.8,1.0,1.0,0.8,0.7,0.9,1.0,0.7,1.0,0.6
0.1111111111111111,0.0,0.0,0.1111111111111111,0.125,0.1,0.0,0.2222222222222222,0.0,0.14285714285714285
2,0,0,2,3,1,0,3,0,4
1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
5.78770893362639,5.014554937095445,4.789148606483635,5.621478382043559,8.4888081892348,4.991173826849368,5.017205998665531,6.805633634594343,5.111756867104797,7.282351811872638
5.798830994823142,5.006227176843683,5.012955743467321,5.634256656398398,8.50763284134304,5.0585165126128295,5.019739248088271,6.785743434486207,5.009995480127209,7.503818944672257


0.9555555555555556,0.9777777777777777,0.9111111111111111,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.9111111111111111,0.8666666666666667,0.7777777777777778,0.7777777777777778
0.022727272727272728,0.022222222222222223,0.023809523809523808,0.022727272727272728,0.022222222222222223,0.044444444444444446,0.046511627906976744,0.0,0.125,0.10256410256410256
2,1,4,2,1,2,4,6,10,10
1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,4.0
9.92840997560601,9.820071706806663,10.971836895317523,11.0963595430104,10.312072383056185,10.800444686903976,10.426401574753625,19.187077674045714,19.906941913643916,13.243492720569531
10.422377504977083,10.098727891475173,11.176101614360391,10.944938146810216,10.111745587921483,11.122164488740264,10.512602344727659,19.674593349551667,19.692592026860407,13.386800490189124


1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0
